0.00,0.00,4136.00
152.00,0.00,2207.00
311.00,0.00,-257.00
464.00,0.00,391.00
379.00,0.00,436.00
130.00,0.00,-186.00
265.00,0.00,194.00
417.00,0.00,231.00
453.00,0.00,33.00
377.00,0.00,25.00
407.00,0.00,80.00
434.00,0.00,122.00
331.00,0.00,153.00
265.00,0.00,201.00
306.00,0.00,226.00
369.00,0.00,109.00
401.00,0.00,14.00
332.00,0.00,30.00
247.00,0.00,81.00
274.00,0.00,127.00
381.00,0.00,178.00
362.00,0.00,215.00
302.00,0.00,137.00
376.00,0.00,27.00
450.00,0.00,82.00
357.00,0.00,136.00
248.00,0.00,185.00
292.00,0.00,179.00
411.00,0.00,99.00
368.00,0.00,33.00
154.00,0.00,79.00
159.00,0.00,128.00
311.00,0.00,179.00
427.00,0.00,192.00
357.00,0.00,120.00
245.00,0.00,76.00
288.00,0.00,73.00
410.00,0.00,128.00
406.00,0.00,177.00
320.00,0.00,213.00
376.00,0.00,127.00
455.00,0.00,10.00
430.00,0.00,56.00
383.00,0.00,101.00
312.00,0.00,150.00
370.00,0.00,163.00
443.00,0.00,136.00
408.00,0.00,89.00
376.00,0.00,65.00
338.00,0.00,120.00
339.00,0.00,171.00
292.00,0.00,217.00
278.00,0.00,152.00
374.00,0.00,32.00
432.00,0.00,93.00
360.00,0.00,132.00
325.00,0.00,181.00
364.00,0.00,226.00
358.00,0.00,161.00
301.00,0.00,15.00
304.00,0.00,57.00
295.00,0.00,136.00
268.00,0.00,184.00
274.00,0.00,230.00
306.00,0.00,188.00
348.00,0.00,39.00
335.00,0.00,16.00
266.00,0.00,73.00
292.00,0.00,119.00
351.00,0.00,170.00
407.00,0.00,213.00
322.00,0.00,177.00
231.00,0.00,73.00
332.00,0.00,11.00
465.00,0.00,53.00
335.00,0.00,105.00
114.00,0.00,141.00
209.00,0.00,181.00
381.00,0.00,208.00
490.00,0.00,128.00
350.00,0.00,21.00
192.00,0.00,18.00
309.00,0.00,79.00
442.00,0.00,124.00
373.00,0.00,155.00
149.00,0.00,185.00
155.00,0.00,144.00
305.00,0.00,67.00
425.00,0.00,40.00
338.00,0.00,92.00
199.00,0.00,131.00
247.00,0.00,126.00
375.00,0.00,99.00
399.00,0.00,79.00
260.00,0.00,119.00
238.00,0.00,164.00
375.00,0.00,159.00
436.00,0.00,111.00
309.00,0.00,49.00
247.00,0.00,64.00
357.00,0.00,113.00
472.00,0.00,159.00
329.00,0.00,147.00
180.00,0.00,94.00
273.00,0.00,58.00
403.00,0.00,92.00
376.00,0.00,140.00
298.00,0.00,192.00
398.00,0.00,220.00
499.00,0.00,121.00
337.00,0.00,-3.00
145.00,0.00,23.00
282.00,0.00,84.00
395.00,0.00,117.00
499.00,0.00,163.00
339.00,0.00,215.00
149.00,0.00,191.00
250.00,0.00,45.00
401.00,0.00,33.00
432.00,0.00,115.00
310.00,0.00,160.00
335.00,0.00,200.00
396.00,0.00,132.00
318.00,0.00,15.00
235.00,0.00,58.00
301.00,0.00,124.00
343.00,0.00,161.00
274.00,0.00,182.00
270.00,0.00,132.00
333.00,0.00,73.00
338.00,0.00,73.00
316.00,0.00,125.00
417.00,0.00,170.00
352.00,0.00,213.00
228.00,0.00,159.00
358.00,0.00,4.00
461.00,0.00,-3.00
348.00,0.00,68.00
184.00,0.00,117.00
193.00,0.00,153.00
334.00,0.00,172.00
442.00,0.00,145.00
295.00,0.00,98.00
163.00,0.00,54.00
297.00,0.00,102.00
405.00,0.00,142.00
371.00,0.00,193.00
270.00,0.00,206.00
326.00,0.00,116.00
330.00,0.00,63.00
307.00,0.00,97.00
386.00,0.00,145.00
393.00,0.00,197.00
316.00,0.00,188.00
292.00,0.00,90.00
349.00,0.00,69.00
310.00,0.00,121.00
255.00,0.00,158.00
345.00,0.00,176.00
395.00,0.00,156.00
343.00,0.00,90.00
365.00,0.00,79.00
337.00,0.00,106.00
290.00,0.00,158.00
375.00,0.00,192.00
376.00,0.00,150.00
283.00,0.00,52.00
296.00,0.00,43.00
350.00,0.00,98.00
388.00,0.00,149.00
382.00,0.00,198.00
375.00,0.00,181.00
341.00,0.00,88.00
328.00,0.00,110.00
342.00,0.00,161.00
334.00,0.00,198.00
383.00,0.00,144.00
408.00,0.00,76.00
297.00,0.00,83.00
283.00,0.00,134.00
325.00,0.00,186.00
303.00,0.00,219.00
294.00,0.00,154.00
314.00,0.00,106.00
310.00,0.00,152.00
285.00,0.00,201.00
268.00,0.00,228.00
318.00,0.00,142.00
325.00,0.00,112.00
310.00,0.00,164.00
353.00,0.00,182.00
323.00,0.00,165.00
314.00,0.00,199.00
334.00,0.00,157.00
331.00,0.00,185.00
327.00,0.00,206.00
344.00,0.00,153.00
348.00,0.00,159.00
370.00,0.00,172.00
407.00,0.00,197.00
315.00,0.00,137.00
279.00,0.00,150.00
288.00,0.00,195.00
342.00,0.00,160.00
372.00,0.00,154.00
365.00,0.00,194.00
370.00,0.00,177.00
366.00,0.00,144.00
370.00,0.00,145.00
299.00,0.00,193.00
282.00,0.00,146.00
363.00,0.00,77.00
354.00,0.00,129.00
294.00,0.00,178.00
354.00,0.00,220.00
371.00,0.00,131.00
334.00,0.00,68.00
306.00,0.00,120.00
340.00,0.00,168.00
342.00,0.00,214.00
300.00,0.00,164.00
376.00,0.00,119.00
337.00,0.00,171.00
235.00,0.00,198.00
288.00,0.00,172.00
348.00,0.00,169.00
314.00,0.00,212.00
315.00,0.00,153.00
311.00,0.00,120.00
303.00,0.00,169.00
288.00,0.00,205.00
319.00,0.00,194.00
385.00,0.00,182.00
312.00,0.00,195.00
345.00,0.00,178.00
353.00,0.00,139.00
307.00,0.00,179.00
359.00,0.00,161.00
306.00,0.00,144.00
238.00,0.00,195.00
331.00,0.00,178.00
353.00,0.00,143.00
295.00,0.00,194.00
316.00,0.00,180.00
306.00,0.00,150.00
338.00,0.00,199.00
324.00,0.00,202.00
286.00,0.00,173.00
365.00,0.00,222.00
333.00,0.00,210.00
267.00,0.00,178.00
378.00,0.00,205.00
335.00,0.00,230.00
262.00,0.00,194.00
369.00,0.00,189.00
355.00,0.00,196.00
294.00,0.00,214.00
381.00,0.00,182.00
292.00,0.00,173.00
220.00,0.00,195.00
321.00,0.00,201.00
318.00,0.00,226.00
272.00,0.00,212.00
312.00,0.00,191.00
281.00,0.00,183.00
312.00,0.00,216.00
369.00,0.00,175.00
291.00,0.00,178.00
327.00,0.00,221.00
384.00,0.00,156.00
275.00,-3.00,153.00
289.00,-3.00,205.00
383.00,-3.00,208.00
327.00,-3.00,185.00
265.00,-3.00,221.00
352.00,-3.00,189.00
331.00,-3.00,166.00
334.00,-12.00,175.00
348.00,-12.00,206.00
299.00,-12.00,239.00
285.00,-12.00,177.00
344.00,-12.00,204.00
341.00,-12.00,247.00
294.00,-12.00,173.00
321.00,-12.00,164.00
299.00,-12.00,207.00
335.00,-12.00,228.00
370.00,-12.00,181.00
314.00,-12.00,181.00
315.00,-12.00,230.00
337.00,-12.00,195.00
307.00,-12.00,171.00
337.00,-12.00,214.00
328.00,-12.00,202.00
291.00,-12.00,188.00
368.00,-12.00,203.00
322.00,-12.00,207.00
320.00,-12.00,196.00
371.00,-12.00,196.00
294.00,-12.00,209.00
303.00,-12.00,254.00
341.00,-12.00,177.00
286.00,-12.00,153.00
267.00,-12.00,205.00
326.00,-12.00,245.00
312.00,-12.00,227.00
270.00,-12.00,213.00
309.00,-12.00,237.00
324.00,-12.00,208.00
363.00,-12.00,205.00
296.00,-12.00,245.00
273.00,-12.00,216.00
340.00,-12.00,204.00
320.00,-12.00,253.00
261.00,-12.00,232.00
270.00,-12.00,203.00
275.00,-12.00,239.00
293.00,-12.00,198.00
315.00,-12.00,187.00
320.00,-12.00,223.00
333.00,-12.00,176.00
306.00,-12.00,194.00
313.00,-12.00,243.00
318.00,-12.00,213.00
321.00,-12.00,196.00
326.00,-12.00,245.00
321.00,-12.00,224.00
302.00,-12.00,195.00
311.00,-12.00,243.00
225.00,-12.00,190.00
252.00,-12.00,187.00
290.00,-12.00,233.00
265.00,-12.00,195.00
327.00,-12.00,186.00
298.00,-12.00,235.00
245.00,-12.00,187.00
305.00,-12.00,188.00
254.00,-12.00,236.00
287.00,-12.00,201.00
310.00,-12.00,187.00
285.00,-12.00,235.00
286.00,-12.00,176.00
296.00,-12.00,188.00
252.00,-12.00,240.00
255.00,-12.00,216.00
291.00,-12.00,190.00
278.00,-12.00,236.00
253.00,-12.00,176.00
272.00,-12.00,171.00
300.00,-12.00,219.00
258.00,-12.00,217.00
301.00,-12.00,196.00
288.00,-12.00,233.00
281.00,-12.00,183.00
292.00,-12.00,189.00
267.00,-12.00,235.00
250.00,-12.00,181.00
265.00,-12.00,179.00
277.00,-12.00,227.00
292.00,-12.00,207.00
276.00,-12.00,190.00
230.00,-12.00,229.00
288.00,-12.00,197.00
301.00,-12.00,185.00
260.00,-12.00,168.00
323.00,-12.00,189.00
265.00,-12.00,196.00
219.00,-12.00,170.00
275.00,-12.00,218.00
244.00,-12.00,219.00
190.00,-12.00,195.00
248.00,-12.00,235.00
284.00,-12.00,211.00
253.00,-12.00,188.00
225.00,-12.00,240.00
236.00,-12.00,207.00
291.00,-12.00,169.00
247.00,-12.00,220.00
199.00,-12.00,209.00
256.00,-12.00,173.00
259.00,-12.00,225.00
255.00,-12.00,196.00
244.00,-12.00,163.00
242.00,-12.00,212.00
273.00,-12.00,170.00
222.00,-12.00,132.00
222.00,-12.00,174.00
236.00,-12.00,199.00
244.00,-12.00,245.00
272.00,-12.00,197.00
273.00,-12.00,132.00
235.00,-12.00,183.00
241.00,-12.00,229.00
285.00,-12.00,232.00
243.00,-12.00,197.00
184.00,-12.00,243.00
233.00,-12.00,228.00
279.00,-12.00,187.00
295.00,-12.00,235.00
252.00,-12.00,230.00
249.00,-12.00,203.00
290.00,-12.00,222.00
288.00,-12.00,220.00
247.00,-12.00,187.00
272.00,-12.00,221.00
245.00,-12.00,215.00
242.00,-12.00,183.00
256.00,-12.00,231.00
258.00,-12.00,232.00
253.00,-12.00,209.00
227.00,-12.00,227.00
227.00,-12.00,219.00
263.00,-12.00,201.00
250.00,-12.00,226.00
243.00,-12.00,220.00
266.00,-12.00,182.00
228.00,-12.00,234.00
208.00,-12.00,228.00
247.00,-12.00,193.00
273.00,-12.00,235.00
219.00,-12.00,248.00
208.00,-12.00,203.00
243.00,-12.00,201.00
201.00,-12.00,232.00
205.00,-12.00,232.00
223.00,-12.00,179.00
243.00,-12.00,200.00
266.00,-12.00,240.00
244.00,-12.00,168.00
239.00,-12.00,160.00
254.00,-12.00,209.00
239.00,-12.00,206.00
209.00,-12.00,180.00
238.00,-12.00,186.00
267.00,-12.00,229.00
241.00,-12.00,229.00
238.00,-12.00,188.00
263.00,-12.00,237.00
254.00,-12.00,255.00
265.00,-12.00,184.00
282.00,-12.00,193.00
217.00,-12.00,203.00
206.00,-12.00,176.00
230.00,-12.00,195.00
254.00,-12.00,184.00
278.00,-12.00,172.00
298.00,-12.00,188.00
209.00,-12.00,179.00
