0.33,0.00
0.34,0.00
0.35,0.01
0.36,0.01
0.37,0.01
0.38,0.01
0.38,0.02
0.39,0.02
0.40,0.02
0.41,0.02
0.42,0.03
0.43,0.03
0.43,0.03
0.44,0.03
0.45,0.04
0.46,0.04
0.47,0.04
0.48,0.04
0.48,0.05
0.49,0.05
0.50,0.05
0.51,0.05
0.52,0.06
0.53,0.06
0.53,0.06
0.54,0.06
0.55,0.07
0.56,0.07
0.57,0.07
0.58,0.07
0.58,0.08
0.59,0.08
0.60,0.08
0.61,0.08
0.62,0.09
0.63,0.09
0.63,0.09
0.64,0.09
0.65,0.10
0.66,0.10
0.67,0.10
0.68,0.10
0.68,0.11
0.69,0.11
0.70,0.11
0.71,0.11
0.72,0.12
0.73,0.12
0.73,0.12
0.74,0.12
0.75,0.13
0.76,0.13
0.77,0.13
0.78,0.13
0.78,0.14
0.79,0.14
0.80,0.14
0.81,0.14
0.82,0.14
0.83,0.15
0.83,0.15
0.84,0.15
0.85,0.15
0.86,0.16
0.87,0.16
0.88,0.16
0.88,0.16
0.89,0.17
0.90,0.17
0.91,0.17
0.92,0.17
0.93,0.18
0.93,0.18
0.94,0.18
0.95,0.18
0.96,0.19
0.97,0.19
0.98,0.19
0.98,0.19
0.99,0.20
1.00,0.20
1.01,0.20
1.02,0.20
1.03,0.21
1.03,0.21
1.04,0.21
1.05,0.21
1.06,0.22
1.07,0.22
1.08,0.22
1.08,0.22
1.09,0.23
1.10,0.23
1.11,0.23
1.12,0.23
1.13,0.24
1.13,0.24
1.14,0.24
1.15,0.24
1.16,0.24
1.17,0.25
1.18,0.25
1.18,0.25
1.19,0.25
1.20,0.26
1.21,0.26
1.22,0.26
1.23,0.26
1.23,0.27
1.24,0.27
1.25,0.27
1.26,0.27
1.27,0.28
1.28,0.28
1.28,0.28
1.29,0.28
1.30,0.29
1.31,0.29
1.32,0.29
1.33,0.29
1.33,0.29
1.34,0.30
1.35,0.30
1.36,0.30
1.37,0.30
1.38,0.31
1.38,0.31
1.39,0.31
1.40,0.31
1.41,0.32
1.42,0.32
1.43,0.32
1.43,0.32
1.44,0.32
1.45,0.33
1.46,0.33
1.47,0.33
1.48,0.33
1.48,0.34
1.49,0.34
1.50,0.34
1.51,0.34
1.52,0.35
1.53,0.35
1.53,0.35
1.54,0.35
1.55,0.35
1.56,0.36
1.57,0.36
1.58,0.36
1.58,0.36
1.59,0.37
1.60,0.37
1.61,0.37
1.62,0.37
1.63,0.37
1.63,0.38
1.64,0.38
1.65,0.38
1.66,0.38
1.67,0.39
1.68,0.39
1.68,0.39
1.69,0.39
1.70,0.39
1.71,0.40
1.72,0.40
1.73,0.40
1.73,0.40
1.74,0.41
1.75,0.41
1.76,0.41
1.77,0.41
1.78,0.41
1.78,0.42
1.79,0.42
1.80,0.42
1.81,0.42
1.82,0.42
1.83,0.43
1.83,0.43
1.84,0.43
1.85,0.43
1.86,0.44
1.87,0.44
1.88,0.44
1.88,0.44
1.89,0.44
1.90,0.45
1.91,0.45
1.92,0.45
1.93,0.45
1.93,0.45
1.94,0.46
1.95,0.46
1.96,0.46
1.97,0.46
1.98,0.46
1.98,0.47
1.99,0.47
2.00,0.47
2.01,0.47
2.02,0.47
2.03,0.48
2.03,0.48
2.04,0.48
2.05,0.48
2.06,0.48
2.07,0.49
2.08,0.49
2.08,0.49
2.09,0.49
2.10,0.49
2.11,0.50
2.12,0.50
2.13,0.50
2.13,0.50
2.14,0.50
2.15,0.51
2.16,0.51
2.17,0.51
2.18,0.51
2.18,0.51
2.19,0.52
2.20,0.52
2.21,0.52
2.22,0.52
2.23,0.52
2.23,0.53
2.24,0.53
2.25,0.53
2.26,0.53
2.27,0.53
2.28,0.53
2.28,0.54
2.29,0.54
2.30,0.54
2.31,0.54
2.32,0.54
2.33,0.55
2.33,0.55
2.34,0.55
2.35,0.55
2.36,0.55
2.37,0.55
2.38,0.56
2.38,0.56
2.39,0.56
2.40,0.56
2.41,0.56
2.42,0.57
2.43,0.57
2.43,0.57
2.44,0.57
2.45,0.57
2.46,0.57
2.47,0.58
2.48,0.58
2.48,0.58
2.49,0.58
2.50,0.58
2.51,0.58
2.52,0.59
2.53,0.59
