0.00,0.00
0.01,0.00
0.09,0.00
0.09,0.00
0.09,0.01
0.11,0.02
0.11,0.02
0.11,0.02
0.11,0.03
0.12,0.03
0.12,0.04
0.11,0.05
0.12,0.05
0.13,0.05
0.12,0.05
0.11,0.06
0.12,0.08
0.13,0.08
0.13,0.08
0.12,0.08
0.13,0.09
0.14,0.10
0.13,0.10
0.13,0.10
0.13,0.10
0.15,0.11
0.14,0.12
0.13,0.13
0.14,0.13
0.15,0.13
0.15,0.14
0.14,0.15
0.14,0.15
0.16,0.15
0.15,0.15
0.14,0.16
0.15,0.17
0.16,0.17
0.16,0.17
0.15,0.17
0.16,0.18
0.17,0.20
0.16,0.20
0.15,0.20
0.16,0.20
0.17,0.21
0.17,0.22
0.16,0.22
0.17,0.23
0.18,0.23
0.17,0.23
0.16,0.24
0.17,0.25
0.18,0.25
0.18,0.25
0.17,0.26
0.17,0.26
0.18,0.27
0.18,0.27
0.18,0.27
0.18,0.28
0.19,0.29
0.19,0.29
0.18,0.29
0.19,0.30
0.20,0.31
0.19,0.32
0.19,0.32
0.19,0.32
0.20,0.32
0.20,0.33
0.19,0.34
0.20,0.35
0.21,0.34
0.20,0.35
0.19,0.36
0.20,0.36
0.21,0.37
0.21,0.37
0.20,0.37
0.21,0.38
0.22,0.39
0.21,0.39
0.20,0.39
0.21,0.39
0.23,0.40
0.22,0.41
0.21,0.42
0.22,0.42
0.23,0.42
0.22,0.42
0.22,0.43
0.22,0.44
0.23,0.44
0.23,0.44
0.23,0.45
0.23,0.46
0.23,0.46
0.23,0.46
0.24,0.46
0.24,0.47
0.24,0.48
0.24,0.49
0.24,0.49
0.24,0.49
0.24,0.49
0.25,0.50
0.25,0.51
0.25,0.51
0.25,0.51
0.25,0.51
0.25,0.52
0.25,0.53
0.26,0.53
0.26,0.54
0.26,0.54
0.26,0.55
0.26,0.55
0.26,0.56
0.26,0.56
0.26,0.56
0.26,0.58
0.26,0.58
0.26,0.58
0.27,0.58
0.27,0.59
0.27,0.60
0.27,0.60
0.27,0.60
0.27,0.60
0.27,0.61
0.28,0.62
0.28,0.62
0.28,0.62
0.28,0.62
0.28,0.63
0.28,0.65
0.29,0.65
0.29,0.64
0.29,0.65
0.29,0.66
0.29,0.66
0.29,0.66
0.29,0.67
0.30,0.67
0.30,0.68
0.30,0.69
0.30,0.69
0.30,0.69
0.30,0.69
0.30,0.70
0.31,0.71
0.31,0.71
0.31,0.71
0.31,0.71
0.31,0.72
0.31,0.73
0.31,0.73
0.31,0.73
0.32,0.74
0.32,0.75
0.32,0.75
0.32,0.75
0.32,0.75
0.32,0.76
0.32,0.77
0.33,0.77
0.32,0.77
0.32,0.77
0.33,0.78
0.33,0.79
0.33,0.79
0.33,0.79
0.33,0.79
0.33,0.80
0.33,0.81
0.33,0.82
0.34,0.82
0.34,0.82
0.34,0.82
0.34,0.83
0.34,0.84
0.34,0.84
0.34,0.84
0.35,0.84
0.35,0.85
0.35,0.85
0.35,0.86
0.35,0.86
0.35,0.87
0.35,0.87
0.36,0.87
0.36,0.88
0.36,0.89
0.36,0.89
0.36,0.89
0.36,0.89
0.36,0.90
0.37,0.90
0.37,0.90
0.37,0.90
0.37,0.91
0.37,0.93
0.37,0.93
0.37,0.92
0.38,0.92
0.38,0.93
0.38,0.94
0.38,0.95
0.38,0.94
0.38,0.95
0.38,0.95
0.39,0.96
0.39,0.96
0.39,0.96
0.39,0.97
0.39,0.97
0.39,0.98
0.39,0.99
0.39,0.98
0.40,0.98
0.40,0.99
0.40,1.00
0.40,1.00
0.40,1.00
0.40,1.00
0.40,1.01
0.40,1.02
0.41,1.02
0.41,1.02
0.41,1.02
0.41,1.03
0.41,1.04
0.41,1.04
0.41,1.04
0.42,1.04
0.42,1.04
0.42,1.05
0.42,1.06
0.42,1.06
0.42,1.06
0.42,1.06
0.42,1.07
0.42,1.07
0.42,1.07
0.43,1.08
0.43,1.08
0.43,1.09
0.43,1.09
0.43,1.09
0.43,1.09
0.43,1.10
0.44,1.11
0.44,1.12
0.44,1.11
0.44,1.11
0.44,1.11
0.44,1.12
0.44,1.13
0.45,1.13
0.45,1.13
0.45,1.13
0.45,1.13
0.45,1.14
0.45,1.15
0.45,1.15
0.46,1.15
0.46,1.15
0.46,1.15
0.46,1.16
0.46,1.17
0.46,1.17
0.47,1.17
0.47,1.17
0.47,1.17
0.47,1.18
0.47,1.19
0.47,1.19
0.47,1.19
0.47,1.19
0.48,1.19
0.48,1.20
0.48,1.21
0.48,1.20
0.48,1.20
0.48,1.21
0.48,1.22
0.49,1.22
0.49,1.22
0.49,1.22
0.49,1.23
0.49,1.23
0.49,1.23
0.49,1.23
0.50,1.24
0.50,1.24
0.50,1.25
0.50,1.25
0.50,1.25
0.50,1.25
0.50,1.26
0.50,1.26
0.51,1.26
0.51,1.26
0.51,1.27
0.51,1.27
0.51,1.28
0.51,1.28
0.52,1.28
0.52,1.28
0.51,1.28
0.51,1.29
0.52,1.29
0.52,1.30
0.52,1.30
0.52,1.30
0.52,1.30
0.52,1.30
0.52,1.31
0.53,1.31
0.53,1.31
0.53,1.31
0.53,1.32
0.53,1.32
0.53,1.33
0.53,1.33
0.54,1.33
0.54,1.33
0.54,1.34
0.54,1.34
0.54,1.34
0.54,1.34
0.54,1.34
0.55,1.34
0.55,1.35
0.55,1.35
0.55,1.36
0.55,1.36
0.55,1.36
0.55,1.36
0.56,1.36
0.56,1.37
0.56,1.37
0.56,1.37
0.56,1.37
0.56,1.37
0.56,1.38
0.57,1.38
0.57,1.38
0.57,1.38
0.57,1.38
0.57,1.39
0.57,1.39
0.57,1.40
0.57,1.40
0.57,1.40
0.58,1.40
0.58,1.40
0.58,1.40
0.58,1.41
0.58,1.41
0.58,1.41
0.59,1.41
0.59,1.41
0.59,1.41
0.59,1.42
0.59,1.42
0.59,1.42
0.59,1.42
0.59,1.42
0.59,1.43
0.59,1.43
0.59,1.44
0.60,1.44
0.60,1.44
0.60,1.44
0.60,1.44
0.60,1.44
0.60,1.44
0.60,1.45
0.61,1.45
0.61,1.45
0.61,1.45
0.61,1.45
0.61,1.45
0.61,1.46
0.61,1.46
0.61,1.46
0.62,1.46
0.62,1.47
0.63,1.47
0.62,1.47
0.62,1.47
0.62,1.47
0.63,1.47
0.63,1.48
0.63,1.48
0.63,1.48
0.63,1.48
0.63,1.48
0.63,1.48
0.63,1.48
0.64,1.49
0.64,1.49
0.64,1.49
0.64,1.49
0.64,1.49
0.64,1.49
0.64,1.49
0.65,1.49
0.65,1.50
0.65,1.50
0.65,1.50
0.65,1.50
0.65,1.50
0.65,1.50
0.66,1.51
0.66,1.51
0.66,1.51
0.66,1.51
0.66,1.51
0.66,1.51
0.66,1.51
0.67,1.51
0.67,1.52
0.67,1.52
0.67,1.52
0.67,1.52
0.67,1.52
0.67,1.52
0.67,1.52
0.68,1.52
0.68,1.53
0.68,1.53
0.68,1.53
0.68,1.53
0.68,1.53
0.68,1.53
0.69,1.53
0.69,1.53
0.69,1.53
0.69,1.53
0.69,1.54
0.69,1.54
0.69,1.54
0.70,1.54
0.70,1.54
0.70,1.54
0.70,1.54
0.70,1.54
0.70,1.54
0.70,1.55
0.71,1.55
